vidio_id,name,group,image,url,yt_id,zte
0,antv,nasional,https://i.postimg.cc/DyWXD5DD/antv.png,http://210.210.155.35/qwr9ew/s/s07/02.m3u8,
0,tvone,nasional,https://i.postimg.cc/NfQYBP49/105261-logo-tvone-665-374.jpg,,XdZ2nJvmfrI
"204","sctv","nasional","https://i.postimg.cc/B6ZFwp58/sctv.png","",
665,rcti,nasional,https://i.postimg.cc/13Nm4VLb/20191010-164600.png,,
733,trans tv,nasional,https://i.postimg.cc/J7JSycnN/logo-transtv-big1.png,,
"734","trans 7","nasional","https://i.postimg.cc/YCfxSb39/trans7.png","",
870,mnctv,nasional,https://i.postimg.cc/rw8620qS/20191026-003920.png,,
"778","gtv","nasional","https://i.postimg.cc/HsqNM8Hc/globaltv.png","",
"777","metrotv","nasional","https://i.postimg.cc/QCYc7yzg/metrotv.png","",
875,net,nasional,https://i.postimg.cc/28DMnbbP/logo-net-big1.png,,
"205","indosiar","nasional","https://i.postimg.cc/QdwWh5Lt/indosiar.png","",
"5409","inews","nasional","https://i.postimg.cc/3r4RxmbC/inewstv.png","",
"1561","rtv","nasional","https://i.postimg.cc/fb172pW8/rajawalitv.png","",
874,kompas tv,nasional,https://i.postimg.cc/25hnd6BK/logo-kompastv-small.png,,
6441,tvri,nasional,https://i.postimg.cc/cL83ZHTL/logo-tvri-small1.png,,
6840,mola tv free,sport,https://i.postimg.cc/cCs7LSC5/2053221245.png,https://cdn-mola-primary-01.akamaized.net/Content/HLS/Live/channel(02d97239-cf8c-abac-8549-afd56a0b3924)/08.m3u8,
0,jogja tv,local,https://i.postimg.cc/DznwDyMD/LOGO-JOGJA-TV-NEW-pii-new1.png,https://stream.jogjatv.co.id/jtvlive/stream/index.m3u8,
0,TEGAR TV,local,https://i.postimg.cc/FRSCLN9r/14040386.jpg,http://wms.klikhost.com/tegartv/live/playlist.m3u8,
0,TVRI DKI Jakarta,local,https://i.postimg.cc/cL83ZHTL/logo-tvri-small1.png,http://118.97.50.107/Content/HLS/Live/Channel(TVRIDKI)/Stream(03)/index.m3u8,
"0","TVRI Jakarta","local","https://i.imgur.com/VH7TANA.png","http://wpc.d1627.nucdn.net:80/80D1627/o-tvri/Content/HLS/Live/Channel(TVRIDKI)/Stream(03)/index.m3u8",
0,TVRI Jawa Barat,local,https://i.postimg.cc/cL83ZHTL/logo-tvri-small1.png,http://118.97.50.107/Content/HLS/Live/Channel(TVRIJABARBANDUNG)/index.m3u8,
"0","TVRI Jawa Barat","local","https://i.imgur.com/tPvtrgk.png","http://118.97.50.107/Content/HLS/Live/Channel(TVRIJABARBANDUNG)/Stream(03)/index.m3u8",
0,TVRI Jawa Tengah,local,https://i.postimg.cc/cL83ZHTL/logo-tvri-small1.png,http://118.97.50.107/Content/HLS/Live/Channel(TVRIJATENGSEMARANG)/index.m3u8,
0,TVRI Jawa Timur,local,https://i.postimg.cc/cL83ZHTL/logo-tvri-small1.png,http://118.97.50.107/Content/HLS/Live/Channel(TVRIJATIMSURABAYA)/index.m3u8,
"0","TVRI Kanal 3","local","https://i.imgur.com/RIwYxS9.png","http://wpc.d1627.nucdn.net:80/80D1627/o-tvri/Content/HLS/Live/Channel(TVRI3)/Stream(03)/index.m3u8",
0,TVRI Yogyakarta,local,https://i.postimg.cc/cL83ZHTL/logo-tvri-small1.png,http://118.97.50.107/Content/HLS/Live/Channel(TVRIYOGYAKARTA)/index.m3u8,
"0","CNBC Indonesia","news","https://upload.wikimedia.org/wikipedia/id/3/35/CNBC_Indonesia.png","https://live.cnbcindonesia.com/livecnbc/smil:cnbctv.smil/master.m3u8",
0,CNN Indonesia,news,https://i.postimg.cc/NG7pqNFz/1200px-CNN-Indonesia-svg.png,https://live.cnnindonesia.com/livecnn/smil:cnntv.smil/playlist.m3u8,
0,BeritaSatu,news,https://i.postimg.cc/W1f5Yhzp/14040323.png,https://b1news.beritasatumedia.com/Beritasatu/B1News_960x540.m3u8,
"0","Karaoke Channel","music","https://i.postimg.cc/C53XtK5f/zaltv.png","http://edge.linknetott.swiftserve.com/live/BSgroup/amlst:karaokech/playlist.m3u8",
0,Music Top,music,https://i.postimg.cc/TYx2hPRP/logo200.jpg,https://live-edge01.telecentro.net.ar/live/smil:musictop.smil/playlist.m3u8,
0,Radio 51 TV,music,https://i.postimg.cc/L8HsQ87W/Radio51-20-Music-TV-20133.png,https://59d7d6f47d7fc.streamlock.net/canale51/canale51/playlist.m3u8,
"0","RRI Net","music","https://pbs.twimg.com/media/DmaMDCBU8AAfd45.png","http://36.89.47.217:11935/rrinet/live/index.m3u8",
